"","dim","ntrain","mtry_first","mtry_second","min_node_size_spl_first","min_node_size_spl_second","min_node_size_ave_first","min_node_size_ave_second","splitratio_first","splitratio_second","replace_first","replace_second","sample_fraction_first","sample_fraction_second","RsparseT2weak"
"284",12,1000,7,6,10,10,30,3,0.8,0.05,FALSE,TRUE,0.1,0.7,NA
"285",12,1000,6,5,30,10,30,10,0.3,0.8,FALSE,FALSE,0.632,0.3,NA
"286",12,1000,1,2,3,1,3,10,0.3,0.05,FALSE,TRUE,0.7,0.01,NA
"287",12,1000,10,6,10,3,100,1,0.2,0.3,FALSE,TRUE,0.01,0.7,NA
"288",12,1000,9,9,100,100,10,10,0.5,0.1,FALSE,TRUE,1,0.5,NA
"289",12,1000,12,11,30,10,10,100,0.05,0.05,FALSE,FALSE,1,0.9,NA
"290",12,1000,7,9,100,30,30,30,0.05,0.2,FALSE,TRUE,0.1,0.3,NA
"291",12,1000,8,5,3,100,30,3,0.8,0.05,TRUE,FALSE,0.7,0.1,NA
"292",12,1000,5,7,3,30,1,30,0.1,0.5,FALSE,FALSE,0.5,0.9,NA
"293",12,1000,10,4,100,30,1,100,0.8,0.8,FALSE,FALSE,0.1,0.9,NA
"294",12,1000,8,6,3,100,100,1,0.5,0.8,TRUE,FALSE,1,0.9,NA
"295",12,1000,6,12,100,3,10,3,0.8,0.3,FALSE,FALSE,0.7,0.7,NA
"296",12,1000,6,3,1,1,1,10,0.3,0.2,TRUE,TRUE,0.01,0.5,NA
"297",12,1000,10,5,10,100,3,3,0.8,0.3,FALSE,TRUE,0.3,0.01,NA
"298",12,1000,4,6,3,100,10,3,0.2,0.1,FALSE,TRUE,1,0.9,NA
"299",12,1000,12,4,10,100,100,3,0.5,0.2,FALSE,FALSE,0.3,0.5,NA
"300",12,1000,6,12,100,1,3,1,0.8,0.05,TRUE,FALSE,1,0.1,NA
"301",12,1000,4,10,1,100,3,3,0.05,0.2,TRUE,TRUE,0.9,0.1,NA
"302",12,1000,2,1,10,100,10,1,0.1,0.8,FALSE,FALSE,0.3,0.9,NA
"303",12,1000,9,12,1,3,10,10,0.5,0.1,TRUE,FALSE,1,0.5,NA
"304",12,1000,10,2,10,30,10,100,0.8,0.1,TRUE,TRUE,0.9,0.1,NA
"305",12,1000,9,8,10,1,30,1,0.5,0.5,FALSE,FALSE,0.3,0.632,NA
"306",12,1000,12,12,30,100,30,3,0.5,0.2,FALSE,TRUE,1,0.5,NA
"307",12,1000,10,1,30,10,3,30,0.3,0.05,FALSE,FALSE,0.632,0.5,NA
"308",12,1000,8,9,10,30,10,100,0.1,0.1,FALSE,TRUE,0.3,0.3,NA
"309",12,1000,5,5,3,1,30,3,0.5,0.3,FALSE,TRUE,0.9,0.9,NA
"310",12,1000,10,6,1,10,1,30,0.3,0.8,FALSE,FALSE,0.5,0.1,NA
"311",12,1000,2,2,3,10,3,3,0.05,0.5,FALSE,FALSE,0.632,0.632,NA
"312",12,1000,5,4,3,100,3,10,0.05,0.5,FALSE,TRUE,1,0.7,NA
"313",12,1000,4,6,10,3,30,3,0.05,0.5,TRUE,FALSE,0.632,0.9,NA
"314",12,1000,9,7,30,100,100,1,0.8,0.05,FALSE,FALSE,0.1,0.01,NA
"315",12,1000,8,12,30,1,30,1,0.1,0.8,TRUE,TRUE,0.1,0.7,NA
"316",12,1000,1,9,100,3,3,3,0.1,0.5,TRUE,FALSE,0.5,0.9,NA
"317",12,1000,6,4,1,1,30,100,0.8,0.5,FALSE,TRUE,0.5,0.632,NA
"318",12,1000,8,11,100,10,100,3,0.3,0.1,TRUE,TRUE,0.01,0.3,NA
"319",12,1000,9,1,10,100,1,30,0.3,0.1,TRUE,FALSE,0.632,0.3,NA
"320",12,1000,9,6,1,1,1,100,0.05,0.1,TRUE,TRUE,0.7,0.5,NA
"321",12,1000,12,2,10,10,3,100,0.05,0.05,FALSE,FALSE,0.1,0.1,NA
"322",12,1000,11,10,10,3,3,100,0.05,0.3,TRUE,FALSE,0.5,0.5,NA
"323",12,1000,2,6,100,100,30,1,0.05,0.2,FALSE,TRUE,0.1,0.9,NA
"324",12,1000,1,1,3,1,30,3,0.05,0.2,FALSE,FALSE,0.9,0.01,NA
"325",12,1000,9,3,10,1,30,100,0.2,0.3,FALSE,FALSE,0.9,0.7,NA
"326",12,1000,11,5,30,1,1,10,0.05,0.8,TRUE,TRUE,1,0.5,NA
"327",12,1000,3,5,1,30,10,10,0.8,0.8,TRUE,FALSE,0.1,0.7,NA
"328",12,1000,12,6,1,30,10,100,0.1,0.8,FALSE,FALSE,0.5,0.632,NA
"329",12,1000,4,8,1,1,30,30,0.2,0.1,TRUE,FALSE,0.01,0.5,NA
"330",12,1000,6,12,10,30,100,1,0.3,0.3,FALSE,TRUE,0.9,0.9,NA
"331",12,1000,8,9,1,30,10,30,0.2,0.3,FALSE,TRUE,0.9,0.1,NA
"332",12,1000,3,5,100,30,1,3,0.2,0.1,TRUE,FALSE,0.632,0.7,NA
"333",12,1000,12,6,3,3,1,100,0.3,0.2,TRUE,FALSE,0.632,0.01,NA
"334",12,1000,11,5,30,3,100,1,0.8,0.8,TRUE,TRUE,0.01,0.7,NA
"335",12,1000,8,8,1,3,10,10,0.1,0.8,FALSE,TRUE,0.7,0.3,NA
"336",12,1000,3,10,10,3,100,10,0.8,0.2,TRUE,TRUE,0.7,0.9,NA
"337",12,1000,5,5,3,30,100,10,0.05,0.3,TRUE,FALSE,0.5,0.632,NA
"338",12,1000,8,7,10,3,10,10,0.5,0.2,TRUE,TRUE,0.3,0.632,NA
"339",12,1000,10,1,30,30,30,3,0.2,0.2,FALSE,FALSE,1,0.1,NA
"340",12,1000,11,4,3,30,100,10,0.3,0.05,FALSE,TRUE,0.3,0.5,NA
"341",12,1000,7,8,3,100,10,1,0.2,0.5,FALSE,FALSE,0.01,0.632,NA
"342",12,1000,6,11,30,3,1,10,0.2,0.3,FALSE,FALSE,0.1,0.632,NA
"343",12,1000,9,3,100,1,3,3,0.1,0.8,FALSE,FALSE,0.632,0.5,NA
"344",12,1000,9,11,100,1,3,1,0.1,0.1,FALSE,TRUE,0.5,0.632,NA
"345",12,1000,1,1,3,3,3,30,0.3,0.05,FALSE,TRUE,0.3,1,NA
"346",12,1000,8,9,3,1,1,100,0.2,0.2,TRUE,TRUE,0.9,0.5,NA
"347",12,1000,12,3,3,30,1,30,0.2,0.2,TRUE,TRUE,0.5,0.632,NA
"348",12,1000,3,2,1,100,3,10,0.8,0.5,FALSE,FALSE,0.7,1,NA
"349",12,1000,6,3,1,1,30,1,0.5,0.05,TRUE,FALSE,0.9,0.01,NA
"350",12,1000,11,8,10,100,10,10,0.5,0.8,FALSE,FALSE,0.9,0.632,NA
"351",12,1000,9,8,30,30,10,1,0.8,0.2,TRUE,TRUE,0.632,0.7,NA
"352",12,1000,4,3,100,1,1,10,0.5,0.2,FALSE,TRUE,0.632,1,NA
"353",12,1000,2,2,30,30,100,10,0.3,0.3,TRUE,TRUE,1,0.7,NA
"354",12,1000,1,10,1,10,3,3,0.2,0.8,FALSE,TRUE,1,0.3,NA
"355",12,1000,2,9,1,10,100,30,0.5,0.3,FALSE,FALSE,0.7,0.7,NA
"356",12,1000,9,12,3,3,3,3,0.2,0.1,TRUE,FALSE,0.3,0.01,NA
"357",12,1000,10,4,30,3,100,3,0.5,0.3,TRUE,FALSE,0.3,0.9,NA
"358",12,1000,9,3,3,3,10,3,0.3,0.8,FALSE,FALSE,0.01,0.01,NA
"359",12,1000,4,10,30,1,30,10,0.8,0.8,FALSE,FALSE,0.5,0.3,NA
"360",12,1000,12,2,1,3,30,10,0.05,0.5,TRUE,FALSE,1,0.1,NA
"361",12,1000,7,9,10,100,1,1,0.05,0.3,TRUE,FALSE,0.1,0.3,NA
"362",12,1000,11,11,100,1,3,1,0.05,0.1,FALSE,TRUE,0.9,0.632,NA
"363",12,1000,8,7,30,30,3,100,0.3,0.1,TRUE,TRUE,1,0.9,NA
"364",12,1000,9,6,100,30,30,30,0.05,0.3,TRUE,TRUE,0.3,0.9,NA
"365",12,1000,10,6,3,3,100,3,0.8,0.5,TRUE,FALSE,0.01,0.5,NA
"366",12,1000,2,12,100,1,1,100,0.3,0.5,TRUE,FALSE,1,0.632,NA
"367",12,1000,2,1,100,100,10,3,0.2,0.3,TRUE,TRUE,1,0.3,NA
"368",12,1000,2,7,1,100,3,10,0.1,0.5,FALSE,FALSE,0.3,0.5,NA
"369",12,1000,5,6,30,100,10,10,0.1,0.3,TRUE,TRUE,0.7,0.632,NA
"370",12,1000,6,4,10,3,100,3,0.3,0.5,FALSE,TRUE,0.632,0.1,NA
"371",12,1000,6,4,30,100,3,30,0.5,0.05,FALSE,FALSE,0.7,0.1,NA
"372",12,1000,1,5,10,3,3,3,0.05,0.05,TRUE,TRUE,0.9,0.3,NA
"373",12,1000,10,1,1,10,1,1,0.2,0.5,FALSE,FALSE,0.01,0.5,NA
"374",12,1000,1,8,10,30,100,100,0.5,0.8,FALSE,FALSE,0.632,0.3,NA
"375",12,1000,8,12,30,30,30,100,0.5,0.8,FALSE,FALSE,0.1,0.5,NA
"376",12,1000,7,11,1,10,100,30,0.8,0.3,TRUE,FALSE,0.01,0.632,NA
"377",12,1000,8,10,30,100,10,100,0.05,0.8,TRUE,TRUE,0.7,1,NA
"378",12,1000,3,7,100,100,30,30,0.2,0.1,TRUE,FALSE,0.5,0.632,NA
"379",12,1000,3,7,3,3,3,10,0.1,0.3,TRUE,FALSE,0.632,1,NA
"380",12,1000,6,5,10,3,3,30,0.8,0.05,FALSE,FALSE,0.7,0.1,NA
"381",12,1000,9,10,3,30,10,3,0.3,0.8,FALSE,FALSE,0.1,0.632,NA
"382",12,1000,6,12,100,10,100,3,0.05,0.8,TRUE,FALSE,0.9,0.9,NA
"383",12,1000,1,8,10,3,10,100,0.3,0.05,FALSE,TRUE,1,0.632,NA
"384",12,1000,1,10,10,30,100,100,0.05,0.2,TRUE,TRUE,0.7,0.5,NA
"385",12,1000,9,2,3,30,1,30,0.1,0.5,TRUE,TRUE,0.1,1,NA
"386",12,1000,7,12,3,3,1,30,0.05,0.8,FALSE,TRUE,0.1,0.632,NA
"387",12,1000,2,10,3,3,100,100,0.3,0.5,TRUE,FALSE,0.632,0.1,NA
"388",12,1000,10,3,30,1,3,3,0.8,0.5,TRUE,TRUE,0.3,0.5,NA
"389",12,1000,4,5,3,3,30,1,0.1,0.8,TRUE,TRUE,1,0.5,NA
"390",12,1000,2,9,10,10,1,100,0.5,0.05,TRUE,FALSE,0.5,0.7,NA
"391",12,1000,8,12,1,10,3,100,0.2,0.5,FALSE,TRUE,0.7,0.1,NA
"392",12,1000,4,1,10,10,3,10,0.2,0.3,FALSE,TRUE,1,0.632,NA
"393",12,1000,1,6,10,10,100,3,0.3,0.1,TRUE,TRUE,0.9,0.5,NA
"394",12,1000,4,4,30,10,100,30,0.5,0.2,FALSE,FALSE,0.01,0.01,NA
"395",12,1000,10,7,10,30,1,3,0.3,0.3,FALSE,TRUE,0.01,0.9,NA
"396",12,1000,12,5,1,30,30,100,0.8,0.1,FALSE,FALSE,0.9,0.5,NA
"397",12,1000,8,11,3,3,3,3,0.8,0.1,FALSE,FALSE,0.01,0.3,NA
"398",12,1000,10,11,100,10,30,100,0.5,0.5,TRUE,TRUE,0.5,0.5,NA
"399",12,1000,12,10,1,3,1,100,0.3,0.1,TRUE,FALSE,1,0.7,NA
"400",12,1000,1,3,100,3,1,1,0.1,0.3,TRUE,FALSE,0.7,0.01,NA
"401",12,1000,3,11,100,100,3,10,0.5,0.05,FALSE,FALSE,0.7,0.01,NA
"402",12,1000,12,2,1,1,30,3,0.8,0.05,FALSE,TRUE,0.01,0.5,NA
"403",12,1000,10,9,100,100,30,3,0.3,0.1,TRUE,FALSE,0.01,1,NA
"404",12,1000,5,10,10,10,1,1,0.05,0.05,TRUE,FALSE,0.01,0.1,NA
"405",12,1000,3,2,100,100,30,10,0.1,0.2,TRUE,TRUE,0.7,1,NA
"406",12,1000,11,12,10,30,1,30,0.5,0.1,FALSE,FALSE,0.1,0.5,NA
"407",12,1000,10,9,3,1,1,10,0.2,0.8,TRUE,TRUE,0.7,0.3,NA
"408",12,1000,5,1,3,100,30,3,0.1,0.2,FALSE,FALSE,0.7,0.01,NA
"409",12,1000,11,1,3,1,30,3,0.1,0.3,FALSE,FALSE,0.632,0.5,NA
"410",12,1000,1,4,1,30,1,3,0.2,0.3,TRUE,FALSE,0.3,0.3,NA
"411",12,1000,2,12,100,100,3,3,0.5,0.3,TRUE,TRUE,1,1,NA
"412",12,1000,7,9,30,30,100,1,0.1,0.2,FALSE,TRUE,0.7,0.9,NA
"413",12,1000,1,3,30,1,3,30,0.5,0.5,TRUE,FALSE,0.1,0.7,NA
"414",12,1000,10,4,100,1,30,10,0.1,0.3,FALSE,TRUE,0.5,0.5,NA
"415",12,1000,3,6,1,30,100,1,0.2,0.8,FALSE,FALSE,0.5,0.3,NA
"416",12,1000,2,6,1,10,1,1,0.5,0.2,TRUE,TRUE,1,0.7,NA
"417",12,1000,2,10,30,10,10,1,0.5,0.8,FALSE,TRUE,0.3,0.7,NA
"418",12,1000,10,2,100,100,3,3,0.2,0.1,TRUE,FALSE,0.9,0.01,NA
"419",12,1000,10,9,3,100,30,1,0.8,0.5,TRUE,TRUE,0.5,0.632,NA
"420",12,1000,10,8,1,1,3,100,0.05,0.2,FALSE,FALSE,0.7,0.1,NA
"421",12,1000,1,12,100,30,3,3,0.8,0.8,TRUE,TRUE,0.3,0.3,NA
"422",12,1000,2,8,3,30,100,3,0.05,0.1,FALSE,TRUE,0.5,0.632,NA
"423",12,1000,9,5,100,10,30,1,0.2,0.2,TRUE,FALSE,0.632,0.5,NA
"424",12,1000,4,10,100,1,30,100,0.1,0.5,TRUE,TRUE,0.632,0.3,NA
"425",12,1000,1,2,10,30,1,100,0.2,0.3,FALSE,TRUE,0.632,0.9,NA
"426",12,1000,11,6,30,100,3,100,0.2,0.5,FALSE,TRUE,1,0.632,NA
"427",12,1000,1,2,100,10,1,30,0.1,0.05,TRUE,TRUE,0.632,0.7,NA
"428",12,1000,2,10,10,100,10,1,0.8,0.1,TRUE,FALSE,0.01,0.1,NA
"429",12,1000,8,6,1,1,100,1,0.2,0.3,FALSE,FALSE,0.3,1,NA
"430",12,1000,8,5,3,30,10,10,0.5,0.8,FALSE,FALSE,0.632,0.01,NA
"431",12,1000,10,7,30,10,100,1,0.5,0.5,TRUE,TRUE,0.632,0.7,NA
"432",12,1000,12,10,3,100,10,100,0.3,0.05,FALSE,FALSE,0.3,0.7,NA
"433",12,1000,6,2,30,3,100,10,0.1,0.2,FALSE,TRUE,0.9,0.9,NA
"434",12,1000,7,11,3,3,3,1,0.1,0.2,TRUE,TRUE,0.7,0.7,NA
"435",12,1000,11,2,100,3,1,100,0.8,0.2,TRUE,FALSE,0.01,0.9,NA
"436",12,1000,7,1,1,100,1,30,0.1,0.5,TRUE,TRUE,0.1,0.3,NA
"437",12,1000,4,6,100,100,100,1,0.3,0.2,FALSE,TRUE,1,0.1,NA
"438",12,1000,3,6,100,1,1,100,0.5,0.3,TRUE,FALSE,1,0.7,NA
"439",12,1000,11,10,100,100,1,10,0.5,0.8,TRUE,TRUE,0.5,0.3,NA
"440",12,1000,3,4,30,10,10,3,0.05,0.8,FALSE,TRUE,0.632,0.3,NA
"441",12,1000,9,12,1,30,1,30,0.8,0.5,FALSE,FALSE,0.5,0.632,NA
"442",12,1000,9,9,10,10,100,1,0.5,0.8,TRUE,FALSE,0.1,0.01,NA
"443",12,1000,10,3,1,1,100,1,0.5,0.2,FALSE,TRUE,0.7,0.632,NA
"444",12,1000,6,10,3,100,10,100,0.5,0.3,FALSE,TRUE,0.7,0.01,NA
"445",12,1000,8,2,3,30,10,30,0.3,0.2,TRUE,TRUE,0.01,0.632,NA
"446",12,1000,5,5,30,3,1,100,0.8,0.1,TRUE,TRUE,0.9,0.5,NA
"447",12,1000,7,1,10,10,1,10,0.3,0.2,TRUE,FALSE,0.01,0.5,NA
"448",12,1000,3,2,1,30,100,10,0.1,0.5,FALSE,FALSE,0.1,0.5,NA
"449",12,1000,9,2,100,1,3,3,0.1,0.8,FALSE,TRUE,0.7,0.7,NA
"450",12,1000,1,5,3,10,3,100,0.3,0.2,FALSE,FALSE,0.632,0.01,NA
"451",12,1000,5,12,10,10,100,3,0.05,0.2,FALSE,TRUE,0.1,0.9,NA
"452",12,1000,5,5,10,30,30,10,0.2,0.8,FALSE,FALSE,0.7,0.3,NA
"453",12,1000,10,10,3,1,3,100,0.3,0.3,FALSE,FALSE,0.3,0.7,NA
"454",12,1000,7,2,10,1,100,30,0.5,0.05,TRUE,FALSE,0.1,0.1,NA
"455",12,1000,1,8,3,100,10,30,0.2,0.05,FALSE,TRUE,1,0.1,NA
"456",12,1000,2,11,30,30,3,100,0.5,0.5,FALSE,FALSE,0.01,0.5,NA
"457",12,1000,10,2,100,30,10,30,0.5,0.8,FALSE,TRUE,0.01,0.1,NA
"458",12,1000,1,3,1,30,100,100,0.05,0.05,FALSE,FALSE,0.1,0.5,NA
"459",12,1000,2,4,100,10,100,30,0.3,0.05,TRUE,FALSE,0.01,0.01,NA
"460",12,1000,2,5,100,30,10,1,0.05,0.2,FALSE,TRUE,0.632,0.9,NA
"461",12,1000,10,5,1,100,1,3,0.5,0.1,FALSE,TRUE,0.01,0.5,NA
"462",12,1000,2,6,1,10,1,100,0.3,0.2,TRUE,FALSE,0.01,0.01,NA
"463",12,1000,5,3,100,3,3,10,0.1,0.3,FALSE,TRUE,1,0.5,NA
"464",12,1000,11,10,3,30,3,3,0.3,0.2,TRUE,FALSE,0.3,0.632,NA
"465",12,1000,7,12,3,100,10,3,0.2,0.05,FALSE,TRUE,0.632,0.01,NA
"466",12,1000,3,3,100,30,30,30,0.5,0.05,FALSE,TRUE,0.5,0.9,NA
"467",12,1000,5,10,1,100,1,30,0.05,0.2,FALSE,TRUE,0.7,0.9,NA
"468",12,1000,4,3,3,10,1,3,0.2,0.5,TRUE,TRUE,0.9,0.3,NA
"469",12,1000,6,3,1,10,3,3,0.5,0.1,TRUE,FALSE,1,0.632,NA
"470",12,1000,5,4,100,10,1,1,0.3,0.8,TRUE,TRUE,0.7,0.7,NA
"471",12,1000,11,12,3,10,100,30,0.3,0.3,TRUE,TRUE,0.1,0.3,NA
"472",12,1000,10,10,1,10,10,30,0.05,0.2,TRUE,FALSE,0.9,0.1,NA
"473",12,1000,6,7,1,30,3,10,0.05,0.05,FALSE,FALSE,0.9,0.3,NA
"474",12,1000,5,2,1,10,10,3,0.2,0.05,FALSE,TRUE,0.3,0.9,NA
"475",12,1000,9,9,1,30,10,10,0.1,0.2,TRUE,FALSE,0.1,0.9,NA
"476",12,1000,1,11,3,3,10,3,0.8,0.2,FALSE,TRUE,0.1,0.1,NA
"477",12,1000,1,7,1,3,30,3,0.05,0.3,TRUE,FALSE,0.632,0.1,NA
"478",12,1000,6,1,3,100,3,100,0.2,0.1,TRUE,FALSE,0.9,0.7,NA
"479",12,1000,8,2,100,3,100,100,0.5,0.1,TRUE,TRUE,0.01,0.7,NA
"480",12,1000,5,4,3,10,10,100,0.2,0.3,FALSE,FALSE,0.3,0.01,NA
"481",12,1000,9,2,30,3,1,100,0.1,0.8,TRUE,TRUE,0.5,0.1,NA
"482",12,1000,12,3,100,3,1,30,0.05,0.2,FALSE,FALSE,0.9,0.3,NA
"483",12,1000,8,7,1,30,10,100,0.8,0.8,TRUE,TRUE,0.632,1,NA
"484",12,1000,8,3,30,3,3,10,0.5,0.5,FALSE,FALSE,0.9,0.9,NA
"485",12,1000,7,6,100,10,30,100,0.3,0.2,FALSE,FALSE,0.01,0.01,NA
"486",12,1000,12,2,3,1,3,3,0.1,0.3,FALSE,FALSE,0.01,0.7,NA
"487",12,1000,12,11,3,100,30,1,0.3,0.2,TRUE,TRUE,1,0.1,NA
"488",12,1000,5,4,100,3,30,100,0.5,0.2,FALSE,FALSE,0.9,0.01,NA
"489",12,1000,12,1,3,30,10,3,0.8,0.05,TRUE,TRUE,0.5,0.632,NA
"490",12,1000,10,8,1,1,30,1,0.2,0.05,TRUE,FALSE,0.1,0.7,NA
"491",12,1000,10,10,100,1,100,30,0.5,0.5,TRUE,FALSE,0.01,0.632,NA
"492",12,1000,1,2,3,30,100,100,0.2,0.3,FALSE,TRUE,0.632,0.7,NA
"493",12,1000,7,10,10,3,10,100,0.1,0.5,FALSE,FALSE,0.3,0.9,NA
"494",12,1000,3,1,3,1,1,30,0.2,0.2,FALSE,TRUE,0.3,0.01,NA
"495",12,1000,12,4,10,30,3,1,0.2,0.05,TRUE,FALSE,0.3,0.01,NA
"496",12,1000,9,3,3,1,100,10,0.1,0.05,FALSE,FALSE,1,0.632,NA
"497",12,1000,8,4,1,3,30,1,0.5,0.05,TRUE,FALSE,1,0.632,NA
"498",12,1000,4,3,3,30,1,30,0.2,0.2,FALSE,FALSE,0.632,0.5,NA
"499",12,1000,12,3,100,30,1,10,0.2,0.8,TRUE,FALSE,0.3,0.632,NA
"500",12,1000,12,7,30,100,1,100,0.05,0.8,FALSE,TRUE,0.3,0.3,NA
"501",12,1000,7,1,10,100,100,3,0.1,0.3,FALSE,FALSE,0.01,0.5,NA
"502",12,1000,3,11,10,3,10,10,0.05,0.1,FALSE,FALSE,0.632,0.01,NA
"503",12,1000,12,2,3,100,10,10,0.2,0.05,TRUE,FALSE,0.5,0.5,NA
"504",12,1000,7,10,10,1,3,3,0.3,0.5,TRUE,TRUE,0.7,0.3,NA
"505",12,1000,11,8,30,30,100,10,0.5,0.8,TRUE,FALSE,1,0.7,NA
"506",12,1000,2,6,30,1,1,30,0.5,0.5,TRUE,FALSE,0.3,0.632,NA
"507",12,1000,9,8,3,3,100,100,0.5,0.3,FALSE,TRUE,0.5,0.9,NA
"508",12,1000,7,10,10,30,30,100,0.5,0.8,TRUE,FALSE,0.1,0.01,NA
"509",12,1000,4,11,10,100,100,1,0.05,0.5,TRUE,TRUE,0.9,0.3,NA
"510",12,1000,6,9,3,1,30,100,0.2,0.3,TRUE,TRUE,0.1,0.9,NA
"511",12,1000,4,8,30,100,3,10,0.3,0.05,FALSE,TRUE,0.7,0.632,NA
"512",12,1000,1,4,100,10,100,10,0.2,0.05,TRUE,FALSE,0.01,0.1,NA
"513",12,1000,3,3,3,30,30,3,0.1,0.3,TRUE,TRUE,0.5,1,NA
"514",12,1000,8,8,30,1,30,100,0.3,0.8,FALSE,FALSE,0.3,0.7,NA
"515",12,1000,8,12,100,3,10,30,0.05,0.2,TRUE,FALSE,1,1,NA
"516",12,1000,1,12,30,10,100,10,0.8,0.05,TRUE,FALSE,0.632,0.3,NA
"517",12,1000,9,3,10,10,1,10,0.3,0.05,TRUE,TRUE,0.632,0.1,NA
"518",12,1000,11,6,3,30,10,10,0.8,0.05,TRUE,TRUE,1,0.3,NA
"519",12,1000,6,11,30,1,1,100,0.05,0.3,FALSE,TRUE,0.01,0.01,NA
"520",12,1000,2,7,10,10,10,100,0.1,0.1,FALSE,FALSE,0.01,0.3,NA
"521",12,1000,3,3,1,100,30,10,0.8,0.5,FALSE,TRUE,0.9,0.3,NA
"522",12,1000,11,12,1,30,30,100,0.2,0.05,FALSE,TRUE,0.3,0.7,NA
"523",12,1000,7,2,10,1,1,3,0.8,0.8,TRUE,FALSE,0.7,1,NA
"524",12,1000,6,7,3,30,10,1,0.5,0.05,FALSE,TRUE,0.5,0.632,NA
"525",12,1000,11,5,100,100,30,100,0.1,0.1,FALSE,TRUE,0.5,0.1,NA
"526",12,1000,3,2,30,100,3,100,0.2,0.1,TRUE,FALSE,0.9,0.632,NA
"527",12,1000,11,9,30,1,30,100,0.8,0.3,TRUE,FALSE,0.632,1,NA
"528",12,1000,12,6,30,100,1,10,0.2,0.2,TRUE,TRUE,0.5,0.5,NA
"529",12,1000,12,3,1,1,100,1,0.1,0.2,TRUE,FALSE,0.5,0.9,NA
"530",12,1000,8,2,30,100,1,3,0.1,0.2,TRUE,TRUE,0.3,1,NA
"531",12,1000,2,2,1,30,100,10,0.05,0.5,TRUE,FALSE,0.9,0.7,NA
"532",12,1000,12,1,3,10,100,30,0.05,0.1,TRUE,FALSE,1,0.1,NA
"533",12,1000,1,1,3,10,1,30,0.5,0.05,TRUE,FALSE,0.632,0.3,NA
"534",12,1000,1,3,1,100,10,3,0.05,0.2,TRUE,FALSE,0.3,0.9,NA
"535",12,1000,6,6,1,30,30,3,0.05,0.05,TRUE,TRUE,0.3,0.1,NA
"536",12,1000,6,3,100,10,10,30,0.8,0.2,FALSE,FALSE,0.01,0.1,NA
"537",12,1000,11,10,30,3,1,10,0.1,0.8,TRUE,FALSE,0.1,0.5,NA
"538",12,1000,11,5,1,10,3,10,0.8,0.1,FALSE,FALSE,0.5,0.632,NA
"539",12,1000,7,4,100,10,30,30,0.5,0.05,TRUE,FALSE,0.9,0.7,NA
"540",12,1000,7,5,30,3,100,100,0.3,0.05,TRUE,FALSE,0.9,0.01,NA
"541",12,1000,9,2,30,10,100,10,0.1,0.8,FALSE,FALSE,0.9,1,NA
"542",12,1000,4,9,3,10,30,10,0.8,0.8,FALSE,FALSE,0.632,1,NA
"543",12,1000,12,6,100,3,30,3,0.1,0.5,TRUE,TRUE,0.5,0.7,NA
"544",12,1000,3,2,100,10,10,10,0.2,0.1,FALSE,TRUE,1,0.632,NA
"545",12,1000,12,5,10,10,100,3,0.05,0.2,FALSE,FALSE,0.01,0.1,NA
"546",12,1000,12,5,10,3,100,1,0.05,0.8,FALSE,FALSE,0.1,0.1,NA
"547",12,1000,10,3,30,100,10,3,0.8,0.1,TRUE,FALSE,1,0.3,NA
"548",12,1000,6,8,3,1,1,30,0.3,0.5,FALSE,TRUE,0.1,0.9,NA
"549",12,1000,7,1,100,30,3,10,0.05,0.8,FALSE,TRUE,0.3,1,NA
"550",12,1000,1,10,1,30,3,3,0.5,0.05,TRUE,TRUE,0.3,1,NA
"551",12,1000,12,4,100,1,1,3,0.5,0.5,FALSE,TRUE,0.7,0.7,NA
"552",12,1000,11,10,3,1,3,1,0.3,0.5,TRUE,TRUE,0.01,0.7,NA
"553",12,1000,12,7,3,100,3,30,0.1,0.5,FALSE,TRUE,0.1,0.632,NA
"554",12,1000,2,8,1,100,100,100,0.2,0.05,FALSE,FALSE,0.632,0.5,NA
"555",12,1000,4,12,1,3,10,1,0.1,0.3,TRUE,FALSE,0.5,0.9,NA
"556",12,1000,10,9,10,3,10,3,0.05,0.3,FALSE,FALSE,0.01,0.1,NA
"557",12,1000,5,10,10,3,10,100,0.05,0.1,TRUE,TRUE,0.3,0.5,NA
"558",12,1000,3,3,3,1,3,1,0.05,0.1,FALSE,FALSE,0.632,0.3,NA
"559",12,1000,2,3,100,3,1,30,0.3,0.1,FALSE,FALSE,1,0.01,NA
"560",12,1000,7,3,1,100,10,3,0.05,0.5,TRUE,FALSE,0.01,0.3,NA
"561",12,1000,3,1,100,3,3,10,0.8,0.5,FALSE,TRUE,1,0.01,NA
"562",12,1000,9,1,100,30,30,10,0.1,0.1,TRUE,FALSE,1,0.7,NA
"563",12,1000,8,12,1,3,3,10,0.8,0.1,TRUE,TRUE,0.632,0.3,NA
"564",12,1000,2,3,30,3,1,3,0.2,0.1,TRUE,TRUE,0.3,0.01,NA
"565",12,1000,5,6,10,1,100,100,0.5,0.8,TRUE,TRUE,1,0.01,NA
"566",12,1000,9,11,1,10,30,30,0.05,0.05,TRUE,TRUE,0.9,0.9,NA
"567",12,1000,5,1,3,100,30,30,0.1,0.1,FALSE,TRUE,0.3,1,NA
"568",12,1000,4,6,1,10,1,1,0.2,0.5,FALSE,TRUE,0.7,0.7,NA
